src,tgt
walk through only doorway in room then through doorway on right once between doorway toilet in room,"Walk through the only doorway in the room, then walk through the doorway on your right. Stop once you are between the doorway and the toilet in the room. "
exit room right into bathroom wait by toilet,Exit the room and turn right into the bathroom. Wait by the toilet. 
walk at door then after that door on right then that room window,"Walk straight at the door, then after that you can see another door on your right then enter that room you can see the window. "
dining room main lobby towards main entry at entry doors,"Leave dining room to main lobby, walk towards main entry. Stop at entry doors. "
single open door right of fireplace white table in front of door outside,Go out the single open door to the right of the fireplace. Go to the white table. Go in front of the door that goes outside. 
walk through double doors just right of fireplace across corridor wait in doorway bridal room,"Walk through the double doors just to the right of the fireplace, across the corridor and wait in the doorway to the bridal room. "
walk past stairs then wait at entrance,Walk past the stairs and then turn left. Wait at the entrance. 
head hall in doorway across hall from stairs,Head down the hall and stop in the doorway across the hall from the stairs. 
turn right at top of stairs down hall just inside bedroom,Turn right at the top of the stairs and walk down the hall. Stop just inside the bedroom. 
exit bedroom turn corridor stop before fireplace wait there,Exit the bedroom and turn left Follow the corridor and stop before reaching the fireplace. Wait there. 
turn approximately degrees right forward slightly right wait at edge of carpeted walk way,Turn approximately 90 degrees to the right. Move forward. Turn slightly to the right. Wait at the edge of the carpeted walk way. 
turn around down hallway left at end of hallway wood floor,Turn around and walk down the hallway to the left. Stop at the end of the hallway when you reach the wood floor. 
turn around up stairs first platform turn next few steps then again next few steps at top forward at bottom of next set of stairs,"Turn around and walk up the stairs. When you reach the first platform, turn left and go up the next few steps. Then turn left again and go up the next few steps. At the top, walk forward and stop at the bottom of the next set of stairs. "
up stairs at stairs intersection turn stairs next art,"Walk up stairs, at stairs intersection turn left and go up stairs. Stop next to Monroe art. "
stairs turn stairs then again stairs then straight until marilyn monroe art on wall on right,Go up the stairs. Turn left and go up the stairs then turn left again and go up the stairs. Then walk straight until you see the marilyn monroe art on the wall on the right. 
walk through columns forward towards area in front of table with large candlesticks,Walk through the two columns. Walked forward towards the roped off area. Stop in front of the table with the two large candlesticks. 
walk between columns walk past altar on right wait at wall mural of daniel on right,Walk between the two columns. Walk past the altar on the right. Wait at the wall mural of Daniel on the right. 
down aisle wait near altar,Walk down the aisle and wait near the altar. 
left in front of bathroom up stairs walk past painting on wall right pas gym on left through open door left of bathroom wait at red dresser,Make a left in front of the bathroom. Walk up stairs. Walk past the painting on the wall to the right. walk pas the gym on the left. Walk through the open door to the left of the bathroom. Wait at the red dresser. 
away from bedroom turn before bathroom steps through doorway bedroom stop,"walk away from bedroom, turn left before bathroom and walk up three steps, continue straight through doorway to bedroom and stop. "
exit room turn up stairs down hallway bedroom ahead by dresser,Exit the room and turn left. Head up the stairs and down the hallway. Enter the bedroom straight ahead and wait by the dresser. 
indoors walk towards tv walk through door left of tv inside bathroom by door,Go indoors and walk towards the TV.  Walk through the door to the left of the TV. Stop inside the bathroom by the door. 
into house rug into rightmost doorway step in,"Go into the house and cross the rug and go into the rightmost doorway, take a step in and stop. "
enter building through glass doors past bed right into bathroom wait by doorway,"Enter the building through the sliding glass doors, walk past the bed and turn right into the bathroom. Wait by the doorway. "
stairs right wait in front of painting on wall,Go up the stairs and turn right. Wait in front of the painting on the wall. 
up stairs right up rest of stairs right at top of stairs stop at base of next staircase,"walk up the stairs, turn right and walk up the rest of the stairs, turn right at the top of the stairs, stop at the base of the next staircase. "
stairs then right wait in front of picture on wall white frame white background blue lines,"Go up the stairs then turn right. Wait in front of the picture on the wall that has a white frame, white background and blue lines. "
exit bathroom turn into hallway walk end of hall right into hallway walk end of hall in last doorway on left,Exit the bathroom and turn left into a hallway. Walk to the end of the hall and turn right into another hallway. Walk to the end of that hall and stop in the last doorway on the left. 
turn forward hallway hallway around right forward past pictures on left wall at first door on left,Turn left. Go forward down the hallway. Follow the hallway around to the right. Continue forward past the three pictures on the left wall. Stop at the first door on the left. 
walk out of bathroom through door on left walk end of hallway right rest of hallway in doorway on left at end of hallway,Walk out of the bathroom and through the door on the left. Walk to the end of the hallway. Turn right and continue down the rest of the hallway. Stop in the doorway on the left at the end of the hallway. 
stairs back of couch straight through door way end of bed tub through door way beside door,"Go down stairs, walk to the back of the couch, go straight through the door way, walk to the end of the bed, walk passed the tub, straight through the door way, stop beside the door. "
walk towards chairs turn past table walk through doorway into bedroom turn past bed towards bathroom at doorway bathroom,Walk towards the chairs. Turn left past the table. Walk through the doorway into the bedroom. Turn left. Walk past the bed towards the bathroom. Stop at the doorway to the bathroom. 
turn through door into bedroom turn again across bedroom wait by bathtub,"Turn left, walk through the door into the bedroom, turn left again and walk across the bedroom. Wait by the bathtub. "
upstairs few steps forward on floor stop,Go upstairs and take a few steps forward on the floor and stop. 
up stairs at top of stairs,Walk up the stairs and stop at the top of the stairs. 
stairs in front of at top forward large frame,"Go up the stairs in front of you. At the top, walk forward and stop facing the large frame. "
exit bathroom then at left side door inside room wait beside bed,"exit the bathroom and then at your left side there is a door, go inside that room and wait beside the bed. "
exit bathroom hard left turn bedroom immediate left,Exit the bathroom and make a hard left turn to enter the bedroom to your immediate left. 
walk out door into doorway on left right before bed,"Walk out the door, and into the doorway on your left. Stop right before the bed. "
walk towards sofa way upstairs,walk towards the sofa. go all the way upstairs. 
walk towards staircase up stairs wait near top,Walk towards staircase.  Walk up stairs. Wait near top. 
up stairs left near top of stairs,Walk up the stairs to the left and stop near the top of the stairs. 
turn right at stairs wait in entry way of bedroom just ahead,Turn right. Turn left at the stairs. Wait in the entry way of the bedroom just ahead. 
stairs upwards room then extremely sharp left hand turn narrow hallway at entrance bedroom after window on left door on right,"Facing the stairs leading upwards, enter the room and then do an extremely sharp left hand turn to go down a narrow hallway. Stop at the entrance to the bedroom after passing a window on your left and a door on your right. "
inside then left u turn into room at end of hallway wait at entrance,Go inside then make a left U turn to go into the room at the end of the hallway. Wait at the entrance. 
walk way across room wait by lounge chair,Walk all the way across the room and wait by the lounge chair. 
walk between couch dining room table chairs behind outdoor chair,Walk between the couch and the dining room table and chairs. Stop behind the outdoor chair. 
away from stairs towards large window between couches dining table wait rug,"Go away from the stairs towards the large window, walking between the couches and the dining table.  Wait when you reach the rug. "
head toward stairs turn before stairs plant through double doors turn left steps on stairs right wait there,Head toward the stairs and turn left before you get to the stairs. When you see the plant go through the double doors and turn left. Go up four steps on the stairs to your right and wait there. 
through french doors near large fern head over staircase next living room,Go through the french doors located near the large fern and head over to the staircase next to the living room. 
walk through doorway left of table walk over rug through doorway under stairs turn towards left walk towards stair on right steps stop,"walk through the doorway, to the left of the table. Walk over the rug and through the doorway under the stairs. Turn towards the left and walk towards the stair on your right. Proceed up four steps and stop. "
across deck through pass way up stairs next first rocking chair,go across deck through pass way and up stairs. Stop next to the first rocking chair. 
exit porch stairs wait at chairs,Exit porch and go up stairs. Wait at rocking chairs. 
turn head outside through door on left walk towards rocking chairs,Turn around and head outside through the door on the left. Walk towards the rocking chairs. Stop when you reach them. 
exit room right through arched doorway at top of side of stairs,Exit the room.  Turn right and go through the arched doorway. Go and stop at the top of the nearest side of the stairs. 
turn through small hallway once next room right across room into door in middle with rounded top walk of hallway turn at wood large open room,"Turn left and walk through the small hallway. Once you enter the next room, turn right and go across the room into the door in the middle with a rounded top. Walk to the of the hallway, turn left and stop at the wood railing facing the large open room. "
walk out of room right through middle door on right straight at room with stairs,Walk out of the room and turn right. Go through the middle door on the right. Walk straight and stop at the room with stairs. 
into entrance of building after inside building straight on left side of dark brown couch couch through small doorway stop,"Go into the entrance of the building. After inside the building, go straight on the left side of the dark brown couch. Pass the couch and go through the small doorway and stop. "
walk across patio double doors right enter across living room into hallway stop in archway with counter on right,"Walk across patio to double doors, turn right and enter, walk across living room into hallway stop in archway with counter on your right. "
away from pool towards grill before table turn right through white glass door walk past chair couch over rug brass pillar on left couch on right straight through arched doorway with candle on wall right outside of doorway movie room,"Walk away from the pool towards the grill, before you pass the table turn right through the white and glass door. Walk straight past the chair and couch, over the rug, There will be a brass pillar on your left and the couch on your right, walk straight through the arched doorway with a candle on the wall to your right. Stop outside of the doorway to the movie room. "
turn wood door house once house turn right other room walk past table out door right once kitchen,Turn around and enter the wood door to enter the house. Once you enter the house turn right to enter the other room. Walk past the table and out the door to the right and stop once you are facing the kitchen. 
enter home through door walk past painting on right then extreme right turn into dining area dining table kitchen wait by sink,"Enter home through door.  Walk past painting on the right, then make an extreme right turn into the dining area.  Pass the dining table, and enter the kitchen.  Wait by sink. "
walk inside right slight right past dinning table toward kitchen wait near kitchen sink,"Walk inside, turn right, turn slight right and walk past the dinning table toward the kitchen. Wait near the kitchen sink. "
walk through door next plant inside room turn once inside into closet stop after into closet,Walk through the door next to the potted plant and walk inside the room.  Turn left once inside and go into the closet.  Stop after stepping into the closet. 
walk forward bedroom stand near closet,Walk forward and enter the bedroom and stand near the closet. 
exit room then enter at door with plant beside then at clothing room,exit the room then enter at the door with a plant beside it then turn left at the clothing room. 
down corridor wait through double doors dining room,Walk down the corridor and wait through the double doors to the dining room. 
down hallway past long covered table turn inside hall,Walk down the hallway past the long covered table. Turn left and wait inside the dining hall. 
forward into hallway left at double pine doors dining room stop,Walk forward into the hallway. Take a left at the double pine doors. Enter the dining room and Stop. 
door ahead head until round table right head straight until bench on right there,Go out the door straight ahead. Head straight until you get to a round table. Turn right and head straight until you get to a bench on the right. Wait there. 
exit room kitchen on straight path next room head towards front entry in center of area in front of front door,Exit the room and enter the kitchen. Continue on a straight path and enter the next room. Head towards the front entry and stop in the center of the area in front of the front door. 
walk through doorway directly opposite of window walk through kitchen after archway on opposite end of kitchen area turn right towards exterior door wait by bench,"Walk through the doorway directly opposite of the window. Walk straight through the kitchen. After you pass the archway on the opposite end of the kitchen and dining area, turn to the right. Walk towards the exterior door. Wait by the bench. "
walk straight head left of stairs doorway once inside walk straight then bedroom.stop once whole bedroom outside too,Walk straight head to the left of the stairs and enter the doorway. Once inside walk straight and then turn left to enter the bedroom.Stop once you can see the whole bedroom and outside too. 
hallway left of stairs then end turn into room wait near tv,Continue down the hallway to the left of the stairs then when you get to the end turn left and go into the room. Wait near the TV. 
turn slightly forward towards hallway on immediate center first doorway on left turn hallway through door wait in bedroom,Turn to the left slightly and go forward heading towards the hallway this on the immediate center that leads to the first doorway on the left. Turn left and proceed down the hallway through the door and wait in the bedroom. 
walk across large room on right across artifact room enter large door on right between doors,"Walk across large room to door on right, walk across artifact room and enter large door on the right. Stop between two doors. "
walk through door towards glass on far wall though open door on right into next room walk past glass display case in middle of room walk through open door right of display case into hallway large room with blue carpet at end,Walk through the door towards the glass windows on the far wall. Walk though the open door on the right into the next room. Walk past the glass display case in the middle of the room. Walk through the  open door to the right of the display case into the hallway leading to a large room with blue carpet at the end. 
turn right along wall open door on right through door right glass case through door down hall right before end,"Turn right and proceed along the wall to the open door on your right.  Go through the door and turn right when you get to the glass case.  Proceed through that door and down the hall, stopping right before you get to the end. "
turn around out of bedroom right right wait in bedroom,Turn around and walk out of the bedroom and take a right. Take another right and wait in that bedroom. 
bathroom bedroom in hallway right first right into bedroom in front of door,Leave the bathroom and bedroom. In the hallway take a right. Take the first right into a bedroom. Stop in front of the door. 
turn right bedroom with doorway right right again along hallway with pictures right on first door right wait by lamp in bedroom,Turn right and exit the bedroom with the doorway to the right. Turn right again and walk along the hallway with pictures. Turn right on the first door to your right. Wait by the lamp in the bedroom. 
turn straight past stairs hallway into last door on right wait at entrance,Turn left and go straight past the stairs. Continue down the hallway and go into the last door on the right. Wait at the entrance. 
walk forward turn staircase way forward picture on right right towards room in corner there,"Walk forward and turn left passing the staircase. Walk all the way forward passing all the picture frames on the right. Turn right towards the room in the corner, and stop there. "
forward with staircase left left at door with staircase still left down hallway into double doorway on right,Walk forward with the staircase to your left. Make a left at the door with the staircase still to your left. Walk down the hallway and into the double doorway on the right. 
exit bathroom turn left towards area past dining table wait near wall with light switches on left,Exit the bathroom and turn left. Turn left towards the dining area. Walk past the dining table. Wait near the wall with the light switches on your left. 
turn bathroom then dining room walk past table stand near divider,Turn around and exit the bathroom.  Then turn left and enter the dining room.  Walk past the table and stand near the divider. 
main door bathroom left of vanity with chair room immediately left through open door ahead of once in room few steps forward then towards glass table chairs walk opening left of table next brown wooden lattice wall,"Find the main door to the bathroom which is located to the left of the vanity with chair.  Exit the room and immediately turn left and walk through the open door ahead of you.  Once in this room walk a few steps forward, then turn left towards the glass table and chairs.  Walk to the opening to the left of the table and stop next to the brown wooden lattice wall. "
turn right stairs turn right stairs turn hall wait between doorways,"Turn right, go up the stairs, turn right, go up the stairs, turn left, go down the hall and wait between the two doorways. "
way up stairs turn intersection stop,"Go all the way up the stairs, turn left and go to the intersection and stop. "
stairs turn at glass floor in doorway before through doorways on right left,Go up the stairs and turn left at the glass floor.  Stop in the doorway before going through the doorways on the right or the left. 
walk right living room forward polka dots outside door there,"Walk and turn right. Enter the living room. Walk forward passing both the polka dots sofa. Walk outside the door, and stop there. "
from kitchen steps into living room walk through glass door at chairs,from kitchen go down steps into living room and walk through glass door to balcony. Stop at chairs. 
kitchen stairs into living room exit living room onto patio on patio next door on left,"Leave the kitchen and go down the stairs into the living room. Exit the living room, and go onto the patio. Stop on the patio next to the door on the left. "
down ramp right stairs wait on fifth step from bottom of stairs,Walk down the ramp and make a right to go down the stairs. Wait on the fifth step from the bottom of the stairs. 
down staircase steps before bottom,walk down the staircase. stop 6 steps before the bottom. 
walk towards stairs stairs on sixth step from bottom,Walk towards the stairs and go down the stairs. Stop on the sixth step from the bottom. 
walk straight then after room turn door outside wait there,Walk straight and then after you exit the room turn left and use the door to go outside. Wait there. 
straight through way outside doors hot-tub on left turn into archway on right step through,"Go straight through the way passed the outside doors leading to the hot-tub on the left, turn left into the archway on the right, take a step through and stop. "
walk past fancy vessel sink bedroom just outside front door of bedroom,Walk past the fancy vessel sink and enter the bedroom.  Stand just outside the front door of the bedroom. 
up stairs towards area wait near bottom of spiral stair case,"Walk up the stairs, walk towards the sitting area, and wait near the bottom of the spiral stair case. "
stairs walk across wait at spiral staircase,Walk up stairs. Walk across landing. Wait at spiral staircase. 
up stairs landing then stairs right straight past room on right wait at base of stairs,"Walk up the stairs to the landing, then walk up the stairs to your right. Walk straight past the room on your right. Wait at the base of the stairs. "
walk past stair on left past vent above doorway right.wait at closed leaded glass door on right,Walk past the stair railing on the left. Walk past the vent above the doorway to the right.Wait at the closed leaded glass door on the right. 
walk straight toward stairs around hallway wait near top of stairs,Walk straight toward the stairs. Go around the hallway and wait near the top of the stairs going down. 
move through hall wait by top of stairs left,Move through hall and wait by the top of the stairs descending to the left. 
walk forward through main door with big oval in entry way past christmas tree on right blue chairs on left once past blue chairs left into bathroom in front of mirror,"Walk forward through the main door with the big oval. In the entry way walk straight past the Christmas tree on your right, and the blue chairs on your left. Once you are past the blue chairs take a left and go into the bathroom and stop in front of the mirror. "
walk through door with glass turn in front of fireplace,Walk through the door with the glass turn left.  Stop in front of the fireplace. 
walk straight through door left past fireplace first into bathroom,Walk straight and go through the door and make a left. Walk past the fireplace and make your first left into the bathroom. 
exit bedroom hallway straight on right degrees on top of staircase,exit bedroom to hallway. Follow hallway straight to stairs on your right. Turn 180 degrees and stop on top of staircase. 
walk past art gallery wall wait at top landing of stairs,Walk past art gallery wall. Wait at top landing of stairs. 
with bed on right forward hall in hallway in hallway at end of balcony right stairs stairs on second from top stair,"With the bed on your right, walk forward down the hall in the hallway. In the hallway at the end of the balcony take a right facing down the stairs. Go down the stairs stopping on the second from the top stair. "
into room with large blue rug round tables in middle stand outside doorway left of stairs,Go into the room with the large blue rug and two round tables in the middle. Go stand outside the doorway to the left of the stairs. 
through near doorway left straight left stairs wait,"Go through the near doorway, make a left and go straight, keep left and go passed the stairs and wait. "
exit room down small hallway with door on side walk into room with large round table in middle of left toward staircase left of staircase in front of archway,Exit the room and walk down the small hallway with a door on either side.  Walk into the room with a large round table in the middle of it.  Turn left and walk toward the staircase.  Go to the left of the staircase and stop in front of the archway. 
forward into dining room out at other end once out of dining room right hallway into theater in doorway theater,Walk forward into the dining room and out at the other end. Once out of the dining room take a right and go down the hallway into the theater. Stop in the doorway to the theater. 
walk through dining room right enter hallway walk in hallway hallway slight left wine fridge in theater at stairs,"walk through dining room, turn right and enter hallway walk straight in hallway, follow hallway slight left passed the wine fridge, stop in theater at stairs. "
walk forward until off of carpet onto wooden floor while table right forward edge of table veer slightly right table on left lamp forward until edge of table slightly down hallway open kitchen door right past plug-in on right wall out of hallway room on left with open archway forward until mid-point of table on left slightly right walk onto round carpet wait,"Walk forward until you step off of the carpet and onto the wooden floor. While keeping the table to your right, walk forward to the edge of the table. Veer slightly to the right to avoid bumping the table on your left containing the lamp. Walk forward until you pass the edge of the table, turn slightly left. Walk down the hallway keeping the open kitchen door to your right. Walk past the plug-in on the right wall and out of the hallway. Enter the room on your left with the open archway. Walk forward until you reach mid-point of the table on your left. Turning slightly to your right walk onto the round carpet and wait. "
room through door on right of tv walk past wooden doors with wooden shelves on left straight toward piano in front of keys,"Leave the room through the door on the right of the TV and walk past the wooden doors.  With the wooden shelves on your left, walk straight toward the piano and stop in front of the keys. "
exit room through only doorway turn left walk past table with glass vase in front of piano,Exit the room through the only doorway. Turn to the left and walk past the table with the glass vase. Stop in front of the piano. 
turn room right of tv walk towards wood cabinet then forward behind piano,Turn around and exit out the room to the right of the TV. Walk towards the wood cabinet and then turn left. Walk forward and stop behind the piano. 
turn right past couch through doorway down stairs into kitchen stop,Turn right. Walk past couch through doorway. Walk down stairs into kitchen and stop. 
away from table tennis table stairs through doorway on right at bottom of stairs,Walk away from the table tennis table. Go down the stairs through the doorway on the right and  stop at the bottom of the stairs. 
walk across main office on right down stairs at bottom,Walk across main office to doorway on the right. Walk down the stairs and stop at bottom. 
straight exit room right hall then,"Go straight and exit room. Turn right, go down hall, then turn left. "
walk out of room left in hall left in hall before air vent on right,"Walk out of the room and take a left. In the hall take another left, and stop in the hall before you pass the air vent on the right. "
walk through empty bedroom into open door ahead concrete hallway around corner open double doors ahead hall open doors in hallway near wall vent,Walk through the empty bedroom into the open door ahead that leads to a concrete floored hallway. Walk around the corner and towards the open double doors ahead. Keeping walking down the hall passed the open doors and stop in the hallway near the wall vent. 
long brown table with chairs left side of bathtub,Go to the long brown table with two chairs. Go to the left side of the bathtub. 
turn large table chairs tub wait near double doors,Turn left and pass the large table and chairs. Pass the tub and wait near the double doors. 
down length of room past long table stop after tub at end in front of door left,Walk down the length of the room past the long table and stop after passing the tub at the end in front of the door to the left. 
straight by orange chair until glass opening on left then exit into poo area until chairs,"Go straight by the orange chair, continue until you get to the glass opening on the left and then exit into the poo area. Walk to your left until you reach two chairs. "
pass table orange chairs then glass door on left patio wait near top of stairs,Pass the table and orange chairs then go out the glass sliding door on the left to the patio and wait near the top of the stairs. 
walk past orange chairs open doorway outside turn outside around table chairs near lounge chair on left,Walk past the orange chairs to the open doorway leading outside.  Turn left and go outside.  Walk around the table and chairs and stop near the lounge chair on your left. 
spiral staircase way right walk double doors at open double doors,Walk down spiral staircase to entry way. Turn right and walk to double doors. Stop at open double doors to patio. 
down stairs right next open double doors,Walk down the stairs. and turn right. Wait next to the open double doors. 
stairs right in foyer walk back walk patio door in front of patio door before house,Go down the stairs and take a right. In the foyer walk to the back and walk to the patio door. Stop in front of the patio door before you exit the house. 
walk out of room past glass shelf turn left into bathroom by wicker basket,Walk out of the room past the glass shelf and turn left. Turn left and walk into the bathroom. Stop by the wicker basket. 
massage room left enter locker room room through door on left of room in in front of clothes hamper,Leave the massage room and take a left. Enter locker room the room through the door on the left of the room you were in. Stop in front of the clothes hamper. 
exit room door on far right left then left again into room next door walk straight until wall with holes on right wait near wall with holes on left,Exit the room using the door on the far right. Turn left and then turn left again to go into the room next door. Walk straight until you pass the wall with holes on the right. Wait near the wall with holes on the left. 
walk past bathroom right stairs wait at pears,Walk past bathroom. Make right down stairs. Wait at pears. 
turn left way around hallway turn right stairs kitchen right by island wait there,"Turn to the left, all the way around.  Go down the hallway.  Turn to the right, and go down the stairs.  Enter the kitchen.  Stop right by the island and wait there. "
bedroom right at stairs at bottom of stairs right next bowl of fruit,"Leave the bedroom and take a right at the stairs, At the bottom of the stairs take another right and stop next to to the bowl of fruit. "
exit bathroom immediate right stairs at top,"Exit the bathroom, take an immediate right and go up the stairs, stopping at the top. "
exit bathroom right room along staircase right stairs at top,"exit bathroom to the right entering dining room, walk along staircase, turn right and go up stairs. Stop at the top. "
turn around out of bathroom up stairs right wait at top of stairs,Turn around and walk out of the bathroom. Walk up the stairs to your right. Wait at the top of the stairs. 
bathroom right into bedroom walk through bedroom into bathroom in front of sink,Leave the bathroom and take a right into the bedroom. Walk through the bedroom into the bathroom and stop in front of the sink. 
walk out of bathroom right through bedroom into bathroom wait there,Walk out of bathroom and turn right. Go through bedroom into bathroom and wait there. 
turn right exit bathroom right into bedroom walk from bedroom into bathroom on other side,Turn right. exit bathroom. turn right into bedroom. walk from bedroom into the bathroom on the other side. 
up stairs hallway then slight left flight of stairs wait at top of steps downstairs front door,"Walk up the stairs and go down the hallway, then make a slight left and go down the flight of stairs. Wait at the top of the steps going downstairs to the front door. "
stairs straight hallway until at staircase slight left stairs on landing at bottom of first flight of stairs,Continue up the stairs and go straight down the hallway until you arrive at a staircase. Take a slight left and go down the stairs. Stop on the landing at the bottom of the first flight of stairs. 
walk top of stairs with lion statues at top foreward through hallway first open door then past paintings on walls through open door at end of hallway into next hall headig towards stairwell nearby down stairs platform between flights,Walk to the top of the stairs with the lion statues at the top.  Continue foreward through the hallway passed the first open sliding door and then past the paintings on the walls. Walk through the open door at the end of the hallway and into the next hall headig towards the stairwell nearby. Walk down the stairs to the platform between the two flights. 
pass bed exit room door on left right hallway double glass doors on left there,Pass the bed and exit the room using the door on the left. Turn right and head down the hallway. Enter the double glass doors on the left and stop there. 
bedroom left in hall around curve left through glass doors in hallway right behind glass doors,"Leave the bedroom, and take a left in the hall. Go around the curve and take a left through the glass doors. Stop in the hallway right behind the glass doors. "
exit bedroom turn down hall wait inside double doors across from stairs,Exit the bedroom and turn left. Walk down the hall and wait inside the double doors across from the stairs. 
turn flight of stairs at bottom out into hallway wait by doorway next dirty poster,"Turn around and go down the flight of stairs. At the bottom, step out into the hallway and wait by the doorway next to the Dirty Dancing poster. "
stairs at bottom of stairs center of hallway by guitar,Walk down stairs At bottom of stairs walk to center of hallway and stop by Guitar. 
down stairs turn in front of doorway,Walk down the stairs and turn left. Stop in front of the doorway. 
straight first table chairs in middle of table chairs very last set of tables chairs then,Go straight to the first table and chairs.  You'll want to get in the middle of the table and chairs.  Go to the very last set of tables and chairs and then stop and wait. 
enter dining room between rows of tables until at back center table,Enter the dining room and go between the rows of tables until you are at the back center table. 
walk towards tables walk table turn before far row of tables walk table lengths stop before last tables at end of room,Walk towards dining tables. Walk to left around closest table. Turn left before far row of tables. Walk to table lengths. Stop before last tables at end of room. 
turn head towards stairs in room stairwell way stop at base in room with large red couch tv,"Turn and head towards the stairs in the room. Go down the stairwell all the way and stop at the base, in the room with the large red couch and TV. "
move towards gray sofa down stairway at bottom of stairs before orange couch,Move towards the gray sofa and down the stairway. Stop at the bottom of the stairs before the orange couch. 
enter living room then stairs wait by painting,"Enter the living room, then walk down the stairs. Wait by the painting. "
walk slightly forward left turn before red chair at table forward until white cabinet right then slight right towards stone walls walk towards stone walls wait here,"Walk slightly forward and take a left turn before the red chair at the table. Walk forward until you see a white cabinet to your right, and then take a slight right towards the two stone walls. Walk towards the stone walls and wait here. "
walk past office desk out into middle of large room pass by other desks through large ceiling arches left around tables walk into stone hallway ahead with large silver air vent along ceiling,Walk  past the office desk out into the middle of the large room. Pass by the other desks and through the large ceiling arches to the left. Go around the tables and walk into the stone hallway straight ahead with large silver air vent along the ceiling. 
straight directly in between table on right book shelf on left slight left then hard right wait near area stone walls on sides of,"Go straight, directly in between the table which is on your right and the book shelf which is on your left. Make a slight left, and then a hard right. Wait near the area where there is stone walls on both sides of you. "
walk toward fireplace right once room with fireplace building onto patio once doors,"Walk toward the fireplace. Take a right once you enter the room with the fireplace. Exit the building, and go onto the patio. Stop once you pass the doors. "
exit room turn past black bench on left right past bar on right double glass doors wait there,Exit the room. Turn left. Go past the black bench on the left. Turn right and go past the bar on the right. Go out the double glass doors and wait there. 
hall past bar outside wait on patio near door,"Go down the hall, past the bar and outside. Wait on the patio, near the door. "
walk past dining table refrigerator turn left after through archway in front of closet,Walk past the dining table and refrigerator and turn left after going through the archway.  Stop in front of the closet. 
head towards arched opening immediate left of refrigerator once there right into laundry room,"Head towards the arched opening that's to the immediate left of the refrigerator. Once there, go right, into the laundry room. "
walk right of dining room table down hall left of fridge right on tile floor,"walk to the right of the dining room table, down the hall to the left of the fridge, turn right and stop on the tile floor. "
walk through living room past tv on wall on left into hall stop between tall green plants,"Walk through the living room, past the TV on the wall on your left. Continue into the hall and stop between the two tall green plants. "
turn slight left walk straight in doorway near plants,Turn slight left and walk straight. Stop in the doorway near the plants. 
walk across room between plants,"walk straight across sitting room, stop between two plants. "
walk forward down hallway bedroom at end of hallway once doors,Walk forward down the hallway. Enter the bedroom at the end of the hallway. Stop once you pass the doors. 
walk ahead in doorway of bedroom,Walk straight ahead and wait in the doorway of the bedroom. 
with outside door behind straight until bedroom at end of hall just after doorway,"With the outside door behind you, keep walking straight until you enter a bedroom at the end of the hall.  Stop just after passing the doorway. "
closet right left in hallway library area once room,"Leave the closet and take a right. Take a left in the hallway, and enter the library area. Stop once you enter the room. "
turn right then into hall then on right through hall inside room,"Turn around and go to the right, then into the hall. Then turn on the right and through the hall and stop inside the room. "
walk out of closet right forward then right forward in room with animal rug,Walk out of the closet and turn right. Walk forward and then right. Walk forward and wait in the room with the animal rug. 
walk out of bathroom across room into closet near exit door in closet stop next shelf on left wall,Walk out of the bathroom and across the room into the closet near the exit door. In the closet stop next to the shelf on the left wall. 
left right then straight then room,Go our and turn left and take right. Then go straight. then enter dressing room. 
bathroom walk across bedroom into closet,Leave the bathroom.  Walk across the bedroom and into the closet. 
turn hall archway on left into door on left stop,"Turn around and go down the hall, passing the archway on the left. Turn into the door on the left and stop. "
turn wait in entryway of large meeting room,Turn left and wait in the entryway of the large meeting room. 
down hallway into first doorway on left dining room wait by door,Walk down the hallway and turn into the first doorway on the left to the dining room. Wait by the door. 
walk past chair then room slight right once near dresser,"Walk past the chair and then continue down the room, making a slight right and stopping once you're near the dresser. "
walk forward in direction of dining table second right into tv room once room,Walk forward in the direction of the dining table. Take your second right into the TV room. Stop once you enter the room. 
area past right side of dining room table past credenza with knick-knacks stop wait in archway right under wooden mask,Leave the sitting area and go past the right side of the dining room table past the credenza filled with knick-knacks. Stop and wait in the archway to your right under the wooden mask. 
in hallway then stairs on left wait on second step,Go left in the hallway then go up the stairs on the left and wait on the second step. 
chair left then right then stairs on second stair,Go passed the chair and to the left and then turn right and then go to the stairs and stop on the second stair. 
after area left in hallway walk stairs stairs second step wait,After you leave the sitting area you need to make a left in the hallway and walk to the stairs. When you get to the stairs walk to the second step and wait. 
fireplace room via opening on wall left ahead of down hallway right building through door ahead of,"Facing the fireplace, exit the room via the opening on the wall to your left and ahead of you.Continue down the hallway to your right and exit the building through the door straight ahead of you. "
onto carpeted area carpeting with on right way end door through door just after building,"Go to the left onto the carpeted area.  Continue down the carpeting, with the railing on your right, all the way to the end where there is a door.  Go through the door, stopping just after you exit the building. "
turn then right hallway house door with exit sign on top of door wait there in porch,Turn left and then turn right and go down the hallway. Exit the house using the door with the Exit sign on top of the door. Wait there in the porch. 
walk towards hallway left of giant mirror walk end of hall wait in doorway,Walk towards the hallway to the left of the giant mirror. Walk to the end of the hall and wait in the doorway. 
exit kitchen through hallway until garage wait there,Exit the kitchen and go through the hallway until you get to the garage and wait there. 
