src,tgt
from kitchen steps into living room walk through glass door at chairs,from kitchen go down steps into living room and walk through glass door to balcony. Stop at chairs. 
down ramp right stairs wait on fifth step from bottom of stairs,Walk down the ramp and make a right to go down the stairs. Wait on the fifth step from the bottom of the stairs. 
down staircase steps before bottom,walk down the staircase. stop 6 steps before the bottom. 
walk towards stairs stairs on sixth step from bottom,Walk towards the stairs and go down the stairs. Stop on the sixth step from the bottom. 
walk straight then after room turn door outside wait there,Walk straight and then after you exit the room turn left and use the door to go outside. Wait there. 
walk past fancy vessel sink bedroom just outside front door of bedroom,Walk past the fancy vessel sink and enter the bedroom.  Stand just outside the front door of the bedroom. 
up stairs towards area wait near bottom of spiral stair case,"Walk up the stairs, walk towards the sitting area, and wait near the bottom of the spiral stair case. "
stairs walk across wait at spiral staircase,Walk up stairs. Walk across landing. Wait at spiral staircase. 
walk past stair on left past vent above doorway right.wait at closed leaded glass door on right,Walk past the stair railing on the left. Walk past the vent above the doorway to the right.Wait at the closed leaded glass door on the right. 
walk straight toward stairs around hallway wait near top of stairs,Walk straight toward the stairs. Go around the hallway and wait near the top of the stairs going down. 
move through hall wait by top of stairs left,Move through hall and wait by the top of the stairs descending to the left. 
walk through door with glass turn in front of fireplace,Walk through the door with the glass turn left.  Stop in front of the fireplace. 
walk straight through door left past fireplace first into bathroom,Walk straight and go through the door and make a left. Walk past the fireplace and make your first left into the bathroom. 
exit bedroom hallway straight on right degrees on top of staircase,exit bedroom to hallway. Follow hallway straight to stairs on your right. Turn 180 degrees and stop on top of staircase. 
walk past art gallery wall wait at top landing of stairs,Walk past art gallery wall. Wait at top landing of stairs. 
into room with large blue rug round tables in middle stand outside doorway left of stairs,Go into the room with the large blue rug and two round tables in the middle. Go stand outside the doorway to the left of the stairs. 
through near doorway left straight left stairs wait,"Go through the near doorway, make a left and go straight, keep left and go passed the stairs and wait. "
walk through dining room right enter hallway walk in hallway hallway slight left wine fridge in theater at stairs,"walk through dining room, turn right and enter hallway walk straight in hallway, follow hallway slight left passed the wine fridge, stop in theater at stairs. "
exit room through only doorway turn left walk past table with glass vase in front of piano,Exit the room through the only doorway. Turn to the left and walk past the table with the glass vase. Stop in front of the piano. 
turn room right of tv walk towards wood cabinet then forward behind piano,Turn around and exit out the room to the right of the TV. Walk towards the wood cabinet and then turn left. Walk forward and stop behind the piano. 
turn right past couch through doorway down stairs into kitchen stop,Turn right. Walk past couch through doorway. Walk down stairs into kitchen and stop. 
away from table tennis table stairs through doorway on right at bottom of stairs,Walk away from the table tennis table. Go down the stairs through the doorway on the right and  stop at the bottom of the stairs. 
walk across main office on right down stairs at bottom,Walk across main office to doorway on the right. Walk down the stairs and stop at bottom. 
straight exit room right hall then,"Go straight and exit room. Turn right, go down hall, then turn left. "
walk out of room left in hall left in hall before air vent on right,"Walk out of the room and take a left. In the hall take another left, and stop in the hall before you pass the air vent on the right. "
long brown table with chairs left side of bathtub,Go to the long brown table with two chairs. Go to the left side of the bathtub. 
turn large table chairs tub wait near double doors,Turn left and pass the large table and chairs. Pass the tub and wait near the double doors. 
down length of room past long table stop after tub at end in front of door left,Walk down the length of the room past the long table and stop after passing the tub at the end in front of the door to the left. 
pass table orange chairs then glass door on left patio wait near top of stairs,Pass the table and orange chairs then go out the glass sliding door on the left to the patio and wait near the top of the stairs. 
spiral staircase way right walk double doors at open double doors,Walk down spiral staircase to entry way. Turn right and walk to double doors. Stop at open double doors to patio. 
down stairs right next open double doors,Walk down the stairs. and turn right. Wait next to the open double doors. 
walk out of room past glass shelf turn left into bathroom by wicker basket,Walk out of the room past the glass shelf and turn left. Turn left and walk into the bathroom. Stop by the wicker basket. 
walk past bathroom right stairs wait at pears,Walk past bathroom. Make right down stairs. Wait at pears. 
bedroom right at stairs at bottom of stairs right next bowl of fruit,"Leave the bedroom and take a right at the stairs, At the bottom of the stairs take another right and stop next to to the bowl of fruit. "
exit bathroom immediate right stairs at top,"Exit the bathroom, take an immediate right and go up the stairs, stopping at the top. "
exit bathroom right room along staircase right stairs at top,"exit bathroom to the right entering dining room, walk along staircase, turn right and go up stairs. Stop at the top. "
turn around out of bathroom up stairs right wait at top of stairs,Turn around and walk out of the bathroom. Walk up the stairs to your right. Wait at the top of the stairs. 
bathroom right into bedroom walk through bedroom into bathroom in front of sink,Leave the bathroom and take a right into the bedroom. Walk through the bedroom into the bathroom and stop in front of the sink. 
walk out of bathroom right through bedroom into bathroom wait there,Walk out of bathroom and turn right. Go through bedroom into bathroom and wait there. 
turn right exit bathroom right into bedroom walk from bedroom into bathroom on other side,Turn right. exit bathroom. turn right into bedroom. walk from bedroom into the bathroom on the other side. 
exit bedroom turn down hall wait inside double doors across from stairs,Exit the bedroom and turn left. Walk down the hall and wait inside the double doors across from the stairs. 
turn flight of stairs at bottom out into hallway wait by doorway next dirty poster,"Turn around and go down the flight of stairs. At the bottom, step out into the hallway and wait by the doorway next to the Dirty Dancing poster. "
stairs at bottom of stairs center of hallway by guitar,Walk down stairs At bottom of stairs walk to center of hallway and stop by Guitar. 
down stairs turn in front of doorway,Walk down the stairs and turn left. Stop in front of the doorway. 
enter dining room between rows of tables until at back center table,Enter the dining room and go between the rows of tables until you are at the back center table. 
walk towards tables walk table turn before far row of tables walk table lengths stop before last tables at end of room,Walk towards dining tables. Walk to left around closest table. Turn left before far row of tables. Walk to table lengths. Stop before last tables at end of room. 
move towards gray sofa down stairway at bottom of stairs before orange couch,Move towards the gray sofa and down the stairway. Stop at the bottom of the stairs before the orange couch. 
enter living room then stairs wait by painting,"Enter the living room, then walk down the stairs. Wait by the painting. "
walk toward fireplace right once room with fireplace building onto patio once doors,"Walk toward the fireplace. Take a right once you enter the room with the fireplace. Exit the building, and go onto the patio. Stop once you pass the doors. "
hall past bar outside wait on patio near door,"Go down the hall, past the bar and outside. Wait on the patio, near the door. "
walk past dining table refrigerator turn left after through archway in front of closet,Walk past the dining table and refrigerator and turn left after going through the archway.  Stop in front of the closet. 
head towards arched opening immediate left of refrigerator once there right into laundry room,"Head towards the arched opening that's to the immediate left of the refrigerator. Once there, go right, into the laundry room. "
walk right of dining room table down hall left of fridge right on tile floor,"walk to the right of the dining room table, down the hall to the left of the fridge, turn right and stop on the tile floor. "
walk through living room past tv on wall on left into hall stop between tall green plants,"Walk through the living room, past the TV on the wall on your left. Continue into the hall and stop between the two tall green plants. "
turn slight left walk straight in doorway near plants,Turn slight left and walk straight. Stop in the doorway near the plants. 
walk across room between plants,"walk straight across sitting room, stop between two plants. "
walk forward down hallway bedroom at end of hallway once doors,Walk forward down the hallway. Enter the bedroom at the end of the hallway. Stop once you pass the doors. 
walk ahead in doorway of bedroom,Walk straight ahead and wait in the doorway of the bedroom. 
with outside door behind straight until bedroom at end of hall just after doorway,"With the outside door behind you, keep walking straight until you enter a bedroom at the end of the hall.  Stop just after passing the doorway. "
closet right left in hallway library area once room,"Leave the closet and take a right. Take a left in the hallway, and enter the library area. Stop once you enter the room. "
turn right then into hall then on right through hall inside room,"Turn around and go to the right, then into the hall. Then turn on the right and through the hall and stop inside the room. "
walk out of closet right forward then right forward in room with animal rug,Walk out of the closet and turn right. Walk forward and then right. Walk forward and wait in the room with the animal rug. 
walk out of bathroom across room into closet near exit door in closet stop next shelf on left wall,Walk out of the bathroom and across the room into the closet near the exit door. In the closet stop next to the shelf on the left wall. 
left right then straight then room,Go our and turn left and take right. Then go straight. then enter dressing room. 
bathroom walk across bedroom into closet,Leave the bathroom.  Walk across the bedroom and into the closet. 
turn hall archway on left into door on left stop,"Turn around and go down the hall, passing the archway on the left. Turn into the door on the left and stop. "
turn wait in entryway of large meeting room,Turn left and wait in the entryway of the large meeting room. 
down hallway into first doorway on left dining room wait by door,Walk down the hallway and turn into the first doorway on the left to the dining room. Wait by the door. 
walk past chair then room slight right once near dresser,"Walk past the chair and then continue down the room, making a slight right and stopping once you're near the dresser. "
walk forward in direction of dining table second right into tv room once room,Walk forward in the direction of the dining table. Take your second right into the TV room. Stop once you enter the room. 
in hallway then stairs on left wait on second step,Go left in the hallway then go up the stairs on the left and wait on the second step. 
chair left then right then stairs on second stair,Go passed the chair and to the left and then turn right and then go to the stairs and stop on the second stair. 
walk towards hallway left of giant mirror walk end of hall wait in doorway,Walk towards the hallway to the left of the giant mirror. Walk to the end of the hall and wait in the doorway. 
exit kitchen through hallway until garage wait there,Exit the kitchen and go through the hallway until you get to the garage and wait there. 
away from outside towards bar down hallway left side of wet bar straight step into garage stop,"walk away from the outside, towards the bar and down the hallway to the left side of the wet bar, Continue straight and step into the garage and stop. "
steps right at kitchen counter,"go up steps and turn right, stop at kitchen counter. "
landing turn right up stairs straight through dining room wait in kitchen,Go to the landing and turn right up the stairs. Go straight through the dining room and wait in the kitchen. 
turn right stairs forward by bar stools,"Turn right and go up the stairs, proceed forward and stop by the bar stools. "
stairs right into hallway on left of fireplace turn into room wait near bed,Go up the stairs turn right and go into the hallway on the left of the fireplace. Turn left into the room and wait near the bed. 
stairs left hallway into bedroom stop wait near nightstand,"Continue up the stairs, take the left hallway into the bedroom. Stop and wait near the nightstand. "
blue dots into other room,Follow the blue dots into the other room. 
turn around down hall walk past stairs wait by counter top,Turn around and walk down the hall. Walk past the stairs and wait by the counter top. 
cross by couch stop,Cross by the couch and stop. 
straight into kitchen right table chairs wait near white couch,Go straight into the kitchen. Turn right and pass the table and chairs. Wait near the white couch. 
head inside through archway on right wait in entryway by door,Head inside and through the archway on the right. Wait in the entryway by the door. 
head indoors kitchen stairs then exit through doorway wait on door mat,"Head indoors, pass the kitchen and the stairs. Then exit through the doorway and wait on the door mat. "
hallway at first hallway on left right after through doorway,"Walking straight down the hallway, and turn left at your first hallway on the left. stop right after you pass through the doorway. "
walk through bedroom down hall turn in doorway,Walk through the bedroom and down the hall. Turn left and stop in the doorway. 
turn stairs turn tables near counter,Turn around and go down the stairs. Turn left and continue passed the tables. Stop near the counter. 
stairs turn wait in kitchen area,"Move down the stairs, turn left, wait in the kitchen area. "
steps then straight past round table chairs wait near bar stools on right,Go down the steps then turn left. Go straight past the round table and chairs. Wait near the bar and stools on the right. 
walk through door through exercise area out door wait in hallway,"Walk through a door and through the exercise area, and out the door. Wait in the hallway. "
exit room then right head into door left of picture frame on wall wait there in entrance,Exit the room then turn right and head into the door that is to the left of the picture frame on the wall. Wait there in the entrance. 
exit massage room right third door sauna room wait,"Exit the massage room, turn right, go to third door. Enter the sauna room and wait. "
across room with banquet table wait in doorway large room,"Go across the room with the banquet table and wait in the doorway, that is facing another large room. "
wait at last doorway on right,Wait at the last doorway on the right. 
straight pass chairs then right wait by door farthest left,Go straight and pass all the chairs then turn right and wait by the door that is farthest to the left. 
walk through open door with car image next into room with blue flower bedding stuffed animal on bed,Walk through the open door with the car image next to it. Walk into the room with the blue flower bedding and the stuffed animal on the bed. 
walk straight of of bedroom right with teddy bear on bed,Walk straight of of this bedroom and make a right and you will find another with a teddy bear on the bed. 
shower head towards stairs upward stairs on last step before top,Leave the shower and head towards the stairs leading upward. Climb up the stairs and stop on the last step before the top. 
exit bathroom stairs once top,Exit the bathroom and go up the stairs. Stop once you reach the top. 
exit bathroom area walk toward wood stairs on left stairs wait at top,Exit the bathroom area and walk toward the wood stairs on your left. Climb up the stairs and wait at the top. 
walk into tv room exit onto balcony next first gray armchair,Walk into the TV room. Exit onto the balcony. Stop next to the first gray armchair. 
walk past movie posters through theater room wait outside on balcony,"Walk past the movie posters, through the theater room and wait outside on the balcony. "
walk toward leather chair right into kitchen turn past refrigerator right,Walk toward the leather chair and turn right. Walk into the kitchen and turn left. Walk past the refrigerator and turn right and stop. 
ahead into living room kitchen area through kitchen first right past fridge in hallway,"Go ahead into the living room and kitchen area. Go through the kitchen and take the first right past the fridge, stopping in the hallway. "
back walk straight near char,turn back and walk straight and near char. 
out of bathroom right past kitchen left wait by first column,Go out of the bathroom and turn right. Go past the kitchen and go left and wait by the first column. 
exit bathroom right kitchen turn right there,Exit the bathroom and turn right. Pass the kitchen and turn left. Wait right there. 
walk base of stairs turn up stairs turn up second flight of stairs stop at top,"walk to the base of the stairs, turn left and walk up the stairs, turn left and walk up the second flight of stairs, stop at the top. "
white carpeted stairs at top of stairs,Go up the white carpeted stairs and stop at the top of the stairs. 
stairs on left wait at top,Go up the stairs on your left and wait at the top. 
enter house stairs wait at top of stairs,Enter the house and walk up three stairs. Wait at the top of the stairs. 
inside house in middle way white couch black table white stairs stop,"Go inside the house in the middle way, passed the white couch and black table, go up the white stairs and stop. "
walk towards white couch inside of house walk in between table couch top of stairs then wait,"Walk towards the white couch inside of the house.  Walk in between the table and the couch to the top of the three stairs, then wait. "
enter bedroom through doorway walk across room balcony wait behind couch,Enter the bedroom through the doorway. Walk across the room to the balcony and wait behind the couch. 
bathroom left bedroom onto balcony on balcony stop once doorway,Leave the bathroom and take a left. Exit the bedroom and go onto the balcony. On the balcony stop once you pass the doorway. 
walk ahead into bedroom across bedroom behind couch facing outside,Walk straight ahead and into the bedroom. Go across the bedroom and stop behind the couch facing outside. 
stairs until in room with pool table,Go down the stairs until you're in the room with a pool table. 
turn left down stairs at very bottom,Turn to the left and walk down the stairs.   Stop at the very bottom. 
down stairs turn down next flight of stairs right down last stairs stop,"walk down the stairs, turn left and walk down the next flight of stairs, turn right and walk down the last stairs and stop. "
exit bedroom hall into next bedroom in bathroom doorway,Exit the bedroom and cross the hall into the next bedroom. Stop in its bathroom doorway. 
toward sink area on left doorway on left slight left bedroom toward bed there,Go toward the sink area on the left. Enter doorway on the left. Take a slight left and enter the bedroom. Go toward the bed. Stop there. 
walk past wet bar with green buddha statue bedroom wait in front of bed,Walk past the wet bar with the green smiling Buddha statue. Enter the bedroom and wait in front of the bed. 
turn right in front of fireplace walk around chairs in front of stairway,Turn right in front of the fireplace. Walk around the roped off chairs. Stop in front of the stairway. 
head towards staircase begin stairs wait on step,Head towards staircase and begin going up stairs. Wait on the 6th step. 
walk towards wall painting turn up curving staircase walk halfway up flight of stairs,Walk towards the wall painting. Turn and walk up the curving staircase and walk halfway up the flight of stairs. 
turn around up first steps of stairs wait there,Turn around and walk up the first five to six steps of the stairs. Wait there. 
stairs then right straight wait near table sofa chairs,Go up the stairs then U turn right and go straight. Wait near the table and sofa chairs. 
steps at top along railing at end of railing table with grey chairs,"Continue up the steps. At the top, turn around and walk along the railing. At the end of the railing, stop to the table with grey chairs. "
down stairs wait near bottom,Walk down the stairs and wait near the bottom. 
down stairway right on third stair from bottom,Walk down the stairway that curves to the right and stop on the third stair from the bottom. 
down stairs then beside light switch,walk down the stairs then stop beside the light switch. 
bathroom right right again past table with glass counter top once on marble floor,Leave the bathroom and go right.  Turn right again and walk past the table with the glass counter top.  Stop once you step on the marble floor. 
bathroom right right again forward then just after tile floor,Leave the bathroom and turn right. Turn right again and move forward. Then stop just after reaching the tile floor. 
walk out door right past cabinet just past cabinet,Walk out the door. Turn right and go past cabinet. Stop just past the cabinet. 
walk toward staircase right through room right past chairs in hallway,Walk toward the staircase and turn right. Walk through the room and right past the chairs. Stop in the hallway. 
exit room turn straight hall turn stairs on right into room wait near bed,Exit the room. Turn left and go straight down the hall. Turn left and pass the stairs on the right. Go into the room and wait near the bed. 
walk forward down hallway ahead at end turn forward turn past stairs into doorway straight ahead,"Walk forward down the hallway ahead. At the end, turn left and walk forward. Turn left and walk past the stairs into the doorway straight ahead and stop. "
stairs into doorway on right wait,"Go down the stairs, go into the doorway on your right and wait. "
stairs into dining room just as dining room right kitchen,"Go down the stairs and straight into the dining room. Just as you enter the dining room, turn right and enter the kitchen. "
exit bedroom right down corridor end bedroom on right wait here,"Exit bedroom and turn right.  Head down the corridor.  When you reach the end, enter the bedroom on the right.  Wait here. "
bedroom right bedroom through last door on right next lamp on table,"Leave the bedroom, and go right. Enter the bedroom through the last door on the right. Stop next to the lamp on the table. "
stairs then hallway then last room right by nightstand,"Move up the stairs and then turn left. Continue down the hallway and then enter the last room to the right, stopping by the nightstand. "
start in game room toward foosball table turn into bedroom walk through bedroom at bathroom door,Start in the game room. Walk toward the foosball table. Turn left into the bedroom. Walk through the bedroom. Stop at the bathroom door. 
turn bedroom door turn again bedroom in bathroom door,"Turn left and walk to the bedroom door. Turn left again, cross the bedroom, and stop in the bathroom door. "
turn steps turn into room wait near mirror on left,Turn left. Go up the three steps. Turn left and go into the room. Wait near the mirror on the left. 
walk past chairs up steps wait in first room on left,Walk past the chairs and up the steps. Wait in the first room on the left. 
exit massage room turn walk down hallway slight in lounge room door on left between benches,exit massage room and turn left walk straight down hallway turn slight left in lounge room and enter the door on the left. stop between two benches. 
forward with glass door on right right at first door past wood rice paper partition in doorway,Walk forward with the glass door on your right. Take a right at the first door past the wood and rice paper partition and stop in the doorway. 
move forward down hall past receptionist area with water cooler in first doorway right,Move forward down the hall past the receptionist area with the water cooler. Stop in the first doorway to the right. 
walk through doorway on left that towards open doorway across way pool in from door next green push,"Walk through doorway on the left that, walk towards the open doorway across the way that passes the pool, stop in from the door next to the green push. "
through door walkway past pool at black door,Go through the door to the walkway. Continue past the pool. Stop at the black door. 
way down stairs wait at bottom of stairs,Go all the way down the stairs. Wait at the bottom of the stairs. 
down stairs wait at bottom,Walk down the stairs and wait at the bottom. 
turn around hallway out front door next large rocks,Turn around and proceed down the hallway and walk out the front door. Stand next to the large rocks. 
around metal wall on left exit onto patio patio into dirt next large boulders,Go around the metal wall on the left and exit onto the patio. Step off the patio into the dirt. Stop next to the two large boulders. 
down hall red gold runner small flight of stairs at top of stairs just outside bathroom,"Walk down the hall following the red and gold runner, and go up the small flight of stairs. Stop at the top of the stairs just outside the bathroom. "
rug hallway stairs at bathroom door,Follow the rug down the hallway. Go up the stairs and stop at the bathroom door. 
walk down hallway turn into office wait there,Walk straight down the hallway. Turn left into the office and wait there. 
walk then at door,walk straight then turn left at the door. 
walk ahead hallway in first doorway left,Walk straight ahead down the hallway and stop in the first doorway to the left. 
walk potted plant right into room with sink tub,Walk to the potted plant. Make a right into the room with the sink and tub. 
walk past kitchen bathroom through second door on right in front of bathroom sink,Walk past the kitchen and enter the bathroom through the second door on the right. Stop in front of the bathroom sink. 
room walk straight hallway past front door at sink right in front of door toilet room,"Leave the room and walk straight down the hallway past the front door.  At the sink, turn right and stop in front of the door to the toilet room. "
room narrow hallway right by sink wait in bathroom,Leave the room and travel down the narrow hallway.  Turn right by the sink and wait in the bathroom. 
right of white bookcase through archway until green vase,Go to the right of the white bookcase. Keep going through the archway until you reach the green vase. 
hall directly in front of right in front of tall green vase,Go down the hall directly in front of you and stop right in front of the tall green vase. 
forward toward white shelves down path right of shelves in front of large green vase,"Walk forward toward the white shelves. Walk down the path to the right of the shelves. Stop in front of the large, green vase. "
door behind red chair into brown office room into bedroom in front of bathroom door,Go out the door behind the red chair. Go into the brown office room. Go into the bedroom. Go in front of the bathroom door. 
walk outside right walk past patio furniture stop by hedge next steps,Walk outside and turn right. Walk left past the patio furniture and stop by the hedge next to the steps. 
outside right couches walk straight until steps on left around there,Go outside and turn right. Pass the couches and walk straight until you get to the steps on the left. Wait around there. 
walk outside right past patio stand near chair swing,"Walk outside, turn right and walk past the patio set. Stand near the chair swing. "
walk out of laundry room right straight hallway then right wait near blue chairs,"Walk out of the laundry room and take a right. Walk straight down the hallway, then turn right and wait near the blue chairs. "
walk dryer through doorway right straight towards blue chairs wait in front of blue chairs,"Walk passed washer and dryer and through doorway. Turn right, go straight towards blue chairs and wait in front of blue chairs. "
walk large open doorway right diagonally across room tile on floor doorway step inside,walk straight to large open doorway.  turn right and walk diagonally across room to star tile on floor.  go to bedroom doorway.  step inside. 
walk across hallway into area through area wait past wet bar through doorway,Walk across the hallway into the sitting area. Go through the sitting area and wait past the wet bar through the doorway. 
move forward down hallway past open double doors right around stairs room on left past bear rug,"Move forward down the hallway, past the open double doors. Make a right and go around the stairs.  Enter the room on the left past the bear rug. "
walk through hallway stairway turn past stairs laundry room wait at washer,"Walk through the hallway to the stairway, turn left, walk past the stairs, enter the laundry room, wait at the washer. "
walk past garden hose into house through doorway right after through doorway,Walk past the garden hose and into the house. Walk through the doorway to the right and stop after passing through the doorway. 
walk through door on left left into room wait at bathroom doorway,Walk through door on the left and make a left. Walk into room and wait at bathroom doorway. 
stairs wait at door left of blue couch at bottom of stairs,"Go down the stairs, wait at the door to the left of the blue couch at the bottom of the stairs. "
down stairs head hallway toward bedroom by thermostat outside bedroom wait,Walk down the stairs and head left down the hallway toward the bedroom. Stop by the thermostat outside the bedroom and wait. 
through archway opposite chalk board right brown table through archway step into room stop,"Go through the archway opposite the chalk board, turn right and go passed the brown table and through the archway and take a step into the room and stop. "
laundry room kitchen right before table bedroom at end of hall once door,"Leave the laundry room, and enter the kitchen. Take a right before the table. Enter the bedroom at the end of the hall. Stop once you pass the door. "
walk for moment before hard right through doorway into living room stop near television,Walk straight for a moment before taking a hard right and continue through the doorway into the living room and stop near the television. 
turn around into saloon door,Turn around and walk into the saloon door. 
walk towards stairs then right through double swinging doors left stand in front of bedroom,Walk towards the stairs and then walk to your right and go through the double swinging doors.  Make a left and stand in front of the bedroom. 
right down long hall in entryway on left first white table,Go right and down the long hall. Stop in the entryway on the left passed the first white table. 
walk inside straight circular marble table in middle of room turn in front of drinking fountain,"Walk inside and go straight.  When you get to the circular marble table in the middle of the room, turn left.  Stop in front of the drinking fountain. "
walk inside through doorways table with white tablecloth left through immediate doorway then in front of drinking fountain,"Walk inside through both doorways, pass the table with the white tablecloth and make a left through the immediate doorway, then stop in front of the drinking fountain. "
head past pool jacuzzi door towards bedroom before bedroom,"Head past the pool and jacuzzi enter the door, towards the bedroom. Stop before entering the bedroom. "
right pool forward right through doors then in leftmost entryway,Go to your right passed the pool. Continue forward and turn right. Go through the doors and then stop in the leftmost entryway. 
walk past patio chairs right into building turn by metal chair,Walk past the patio chairs and to the right. Walk into the building and turn left. Stop by the metal chair. 
walk out of gym turn in front of mirror into bedroom turn past bench in front of cabinet,Walk out of the gym and turn left in front of the mirror into the bedroom. Turn left past the bench and stop in front of the cabinet. 
walk into kitchen onto patio stand in patio doorway next breakfast bar,Walk into the kitchen and go out onto the patio. Stand in the patio doorway next to the breakfast bar. 
right kitchen through kitchen at left angle wait near patio door,Go to the right to enter the kitchen. Continue through the kitchen at a left angle and wait near the patio door. 
turn around past kitchen island off left head towards open area outdoor seating area wait there,"Turn around and walk past the kitchen island.  Veer off to the left, and head towards the open area that is an outdoor seating area.  Wait there. "
straight bar with stools then straight wait by stairs,Go straight and pass the bar with the stools and then continue going straight and wait by the stairs. 
toward counter then along counter right of single step stop,"Go toward the counter and then along the counter to the right of it, go to the single step and stop. "
walk forward around right side of kitchen island forward past white chair on right wait near base of staircase,Walk forward and around the right side of the kitchen island. Continue forward past the white chair on the right.  Wait near the base of the staircase. 
leave pantry towards stairs behind chairs at way,"Leave pantry to kitchen, turn left and walk towards the stairs. stop behind the chairs at entry way. "
dining room walk in direction of couch ahead walk behind couch in front of wall next oven,Leave the dining room and walk in the direction of the couch ahead. Walk behind the couch and stop in front of the wall next to the oven. 
towards archway past dining table into room with kitchen family room just inside room,Go towards the archway past the dining table and into the room with the kitchen and family room.  Stop just inside the room. 
walk toward stairs stairs bedroom at end of hallway in front of mini-fridge on left,Walk toward the stairs. Pass the stairs and enter the bedroom at the end of the hallway. Stop in front of the mini-fridge on the left. 
exit room turn into bathroom wait near sink,Exit the room. Turn left and go into the bathroom. Wait near the sink. 
exit bedroom hallway first door on left bathroom wait just inside,Exit the bedroom and go down the hallway to the first door on the left. Enter the bathroom and wait just inside. 
turn at green vase into main work room right towards entry at desk with white trash,Turn left at green vase into main work room. Turn right and walk towards the entry. Stop at desk with white trash can. 
turn down hallway walk past desk right past long conference table wait next white trashcan,"Turn left and walk down the hallway. Walk past the desk, turn right and walk past the long conference table. Wait next to the white trashcan. "
walk into very large living room until stairs dining room wait at second step,"walk into the very large living room and keep going, until you reach the stairs to the dining room, and wait at the second step. "
walk out of recreation area stairs stairs stop,Walk out of the recreation area heading to the stairs. Go up three stairs and stop. 
walk down hallway by with man hands,Walk straight down hallway and wait by painting with man clutching his hands. 
turn right hall wait by photographs on wall,Turn right and go down the hall. Wait by the framed photographs on the wall. 
walk down hallway stairs on left hallway around near portraits on left wall,Walk straight down the hallway. Passed the stairs on the left. Follow the hallway around and stop near the four portraits hanging on the left wall. 
bedroom right down hall exit room left in doorway living room,Leave the bedroom and take a right. Walk down the hall and exit the room. Take a left and stop in the doorway to the living room. 
walk end of hall hard left wait in doorway,Walk to the end of the hall. Turn hard left. Wait in the doorway. 
turn around desks walk towards kitchen down stairs at bottom of stairs,Turn left. Walk around desks. Walk towards kitchen. Walk down stairs. Stop at bottom of stairs. 
turn after wooden crate walk past glass walls on left left staircase on bottom step,Turn left after the wooden crate. Walk past the glass walls on the left. Go down the left staircase and stop on the bottom step. 
forward into kitchen through door at end of kitchen left in doorway garage,Walk forward into the kitchen and through the door at the end of the kitchen. Take a left and stop in the doorway to the garage. 
through room with tables through door at end of room,Go through the room with the two tables and through the door at the end of the room. 
head through kitchen wait in doorway kitchen,Head straight through the kitchen. Wait in the doorway exiting the kitchen. 
walk across kitchen towards table walk left of table out of room then right at bottom of steps,Walk across the kitchen towards the table. Walk to the left of the table out of the room. Then turn right and stop at the bottom of the steps. 
through kitchen exit french doors then right bottom of stairs,Go through the kitchen and exit to left towards the french doors.  Then go right and wait and the bottom of the stairs. 
walk towards grandfather clock door left,walk towards the grandfather clock. take the door to the left. 
exit room turn into room next door on left wait near sink.s,Exit the room. Turn left and go into the room next door on the left. Wait near the sink.s. 
exit room through left door curve on tiled floor wait in entrance next bathroom by wood screen,"Exit the room through the left door.  Curve left, staying on tiled floor, and wait in the entrance to the next bathroom by the wood screen. "
room past counter white chairs on pgi doormat,Leave the room going past the counter and the white chairs. Stop on the PGI doormat. 
double doors out patio wait there,Go straight out the double doors and out to the patio. Wait there. 
walk out of kitchen onto patio on pgi rug outside of door,Walk out of the kitchen and onto the patio. Stop on the PGI rug outside of the door. 
stairs wait at top once wooden floor,"Continue up stairs and wait at the top, once you reach wooden floor. "
up stairs at top of stairs,Walk up the stairs. Stop at the top of the stairs. 
stairway on top of stairs on landing in hallway,Go straight up the stairway and keep going and stop on the top of the stairs on the landing in the hallway. 
exit bathroom down hallway first into bedroom wait in front of bed,Exit the bathroom and walk down the hallway.  Take the first left into the bedroom.  Wait in front of the bed. 
exit bathroom turn straight down hallway turn at first open door in front of bed,"Exit bathroom, turn left, go straight down hallway, turn left at the first open door, stop in front of the bed. "
bathroom hall first into bedroom just inside door,Leave the bathroom and go down the hall. Take the first left into a bedroom. Stop just inside the door. 
stairs left then hall bar on right side of living room,Go down the stairs and to the left. Then go down the hall passed the bar and stop on the right side of the living room. 
exit room double doors on right right steps right into room wait near coffee table,Exit the room using the double doors on the right. Turn right and go up the steps. Turn right into the room. Wait near the coffee table. 
exit bedroom right up stairs right into living room wait there,Exit the bedroom and turn right. Walk up the stairs. Turn right into the living room and wait there. 
down stairs walks toward tall plant right into room with bed,Walk down the stairs. Walks toward the tall potted plant. Make a right into the room with a bed. 
stairs right past kitchen first bedroom right in doorway,"Go down the stairs, taking a right and continuing past the kitchen. Enter the first bedroom to your right, stopping in the doorway. "
straight steps right into bathroom wait near sink,Go straight and go down the steps. Turn right and go into the bathroom. Wait near the sink. 
towards room down steps stop after first set of steps right into room with sink in doorway,"Go towards the room located down the steps, stop after the first set of steps. Turn right into room with sink and stay in the doorway. "
head corridor away from cinema room living area walk toward large couch area left there,Head down the corridor away from the cinema room. Enter the living area and walk toward the large couch. Enter the dining area to the left. Stop there. 
straight then past couches turn by large table with chairs,Go straight then go past the couches and turn left. Stand by the large table with the chairs. 
